"","ERR1072629","ERR1072937","ERR1073023","ERR1073394","ERR1073395","ERR1073490","ERR1073491","ERR1073812","ERR1074062","ERR1074157","ERR1074475","ERR1074512","ERR1074615","ERR1074802","ERR1075093","ERR1075141","ERR1075184","ERR1075317","ERR1075554","ERR1075631","ERR1075686","ERR1075741","ERR1075850","ERR1075876","ERR1075892","ERR1076013","ERR1076843","ERR1076847","ERR1076868","ERR1076869","ERR1077263","ERR1089672","ERR1089686","ERR1089704","ERR1089705","ERR1089710","ERR1089717","ERR1089719","ERR1089726","ERR1089729","ERR1089730","ERR1089748","ERR1089785","ERR1089804","ERR1089813","ERR1089833","ERR1089834","ERR1089835","ERR1089866","ERR1089891","ERR1089900","ERR1089903","ERR1089906","ERR1089914","ERR1089915","ERR1089940","ERR1089941","ERR1089942","ERR1089946","ERR1089980","ERR1089993","ERR1089997","ERR1090006","ERR1090008","ERR1090009","ERR1090040","ERR1090047","ERR1090065","ERR1090082","ERR1090099","ERR1090112","ERR1090126","ERR1090137","ERR1090139","ERR1090140","ERR1090242","ERR1090246","ERR1090339","ERR1090367","ERR1090409","ERR1090412","ERR1090417","ERR1090429","ERR1090439","ERR1090446","ERR1090448","ERR1090452","ERR1090454","ERR1090457","ERR1090465","ERR1090466","ERR1090471","ERR1090487","ERR1090508","ERR1090511","ERR1090512","ERR1090527","ERR1090528","ERR1090529","ERR1090536","ERR1090539","ERR1090544","ERR1090563","ERR1090571","ERR1090580","ERR1090650","ERR1090654","ERR1090655","ERR1090677","ERR1090682","ERR1090703","ERR1090785","ERR1090796","ERR1090799","ERR1090804","ERR1090819","ERR1090820","ERR1090847","ERR1090864","ERR1090884","ERR1090885","ERR1090888","ERR1090889","ERR1090895","ERR1090906","ERR1090911","ERR1090913","ERR1090914","ERR1090916","ERR1090926","ERR1090933","ERR1090937","ERR1090943","ERR1090948","ERR1090951","ERR1090952","ERR1090969","ERR1090970","ERR1090984","ERR1091000","ERR1091021","ERR1091031","ERR1091033","ERR1091034","ERR1091059","ERR1091060","ERR1091067","ERR1091068","ERR1091076","ERR1091105","ERR1091106","ERR1091108","ERR1091119","ERR1091121","ERR1091124","ERR1091130","ERR1091146","ERR1091157","ERR1091175","ERR1091177","ERR1091186","ERR1091189","ERR1091268","ERR1091269","ERR1091270","ERR1091298","ERR1091299","ERR1091329","ERR1091338","ERR1091340","ERR1091365","ERR1091366","ERR1091377","ERR1091379","ERR1091380","ERR1091387","ERR1091388","ERR1091395","ERR1091396","ERR1091410","ERR1091417","ERR1091422","ERR1091432","ERR1091434","ERR1091443","ERR1091454","ERR1091460","ERR1091466","ERR1091471","ERR1091476","ERR1091483","ERR1091484","ERR1091486","ERR1091487","ERR1091493","ERR1091505","ERR1091516","ERR1091517","ERR1091519","ERR1091523","ERR1091524","ERR1091526","ERR1091530","ERR1091533","ERR1091542","ERR1091545","ERR1091561","ERR1091569","ERR1091579","ERR1091594","ERR1091595","ERR1091611","ERR1091620","ERR1091643","ERR1091652","ERR1091653","ERR1091669","ERR1091671","ERR1091675","ERR1091708","ERR1091717","ERR1091726","ERR1091727","ERR1091734","ERR1091750","ERR1091752","ERR1091754","ERR1091756","ERR1091757","ERR1091758","ERR1091759","ERR1091764","ERR1091774","ERR1091795","ERR1091798","ERR1091802","ERR1091809","ERR1091810","ERR1091817","ERR1091821","ERR1091838","ERR1160352","ERR1160392","ERR1160435","ERR1160458","ERR1160463","ERR1160484","ERR1160486","ERR1160490","ERR1160499","ERR1160503","ERR1160544","ERR1160548","ERR1160555","ERR1160557","ERR1160566","ERR1160575","ERR1160580","ERR1160583","ERR1160586","ERR1160587","ERR1160596","ERR1160601","ERR1160619","ERR1160639","ERR1160648","ERR1160661","ERR1160669","ERR1160675","ERR1160679","ERR1160683","ERR1160685","ERR1160693","ERR1160706","ERR1160717","ERR1160791","ERR1160798","ERR1160801","ERR1160802","ERR1160807","ERR1249647","ERR1249655","ERR1249665","ERR1249668","ERR1249679","ERR1249688","ERR1249694","ERR1249740","ERR1249760","ERR1249790","ERR1249793","ERR1249804","ERR1249806","ERR1249818","ERR1249834","ERR1249835","ERR1249837","ERR1249865","ERR1249884","ERR1249895","ERR1249934","ERR1249944","ERR1249963","ERR1249967","ERR1249968","ERR1249977","ERR1249992","ERR1250017","ERR1250043","ERR1250073","ERR1250085","ERR1250120","ERR1250123","ERR1250134","ERR1250396","ERR1250427","ERR1250447","ERR1250449","ERR1250474","ERR1250493","ERR1250506","ERR1250508","ERR1250515","ERR1250523","ERR1250540","ERR1250550","ERR1250556","ERR1250559","ERR1250566","ERR1250590","ERR1250609","ERR1250614","ERR1250616","ERR1250620","ERR1250634","ERR1250635","ERR1250639","ERR1250646","ERR1250647","ERR1458723","ERR1545728","ERR1545993","ERR1843471","ERR1843546","ERR1843547","ERR1843550","ERR1844562","ERR1845171","ERR1845903","ERR2032711","ERR2056786","ERR2092550","ERR2313943","ERR2313949"
"Acinetobacter",0,0,0,0,0.00494096,0,0.00315657,0.0105591,0.0104167,0,0.230163,0,0.0231174,0.00331203,0.00516742,0.00210748,0,0,0,0,0,0.0221129,0,0.00329685,0,0,0.0666977,0,0,0.0109057,0.00269964,0.00416129,0.00936213,0.0138287,0,0.0993287,0.0114548,0.0100381,2.47077,0,0,0.0619259,0.013947,0.00855908,0,0.410829,0.00791797,0,0.00495933,0.00257506,0,0,0,0,0.58256,0.0292532,0.0091638,0,0,0.00892061,0.00943975,0.00503195,0,0.0104693,0.00314357,0.00298365,0.0120598,0.00859328,0.0166422,0,0.41711,0.0056427,0.109425,0,0.0035868,0,0.00511902,0,0.0279799,0,0.00960108,0.123026,0,0.042261,0,0.0183767,0.00535045,0.0126818,0.00833021,0.0192883,0.0054484,0.0122075,0.00823316,4.27309,0.0074926,0,0.014339,0.0129374,0.00787433,0.0133038,0.00552975,0.00393964,0.00507357,0,0.00559284,0,0.0317302,0,0.0390244,0.018843,0,0,0.00639069,0,0.00144928,0.00217066,10.5668,0.00755306,0.00139698,0,0,0.00194936,0,0,0.00394361,0.0136541,0,0.012287,0.00583362,33.1127,0,0.00207434,0.00893096,0.00355524,0,0,0,0,0,0,0.0103077,0.0772452,0,0,0.00485496,0.00351228,0,0,0.00535475,0.00869974,0.00286878,2.3919,0.00175377,0.00206254,0.00518632,0.269114,0.0917712,16.5563,0.00717858,0.0129472,0.00185694,0.0402175,0.00173741,0.00493372,0.0359805,0,0.153684,0,0.00170905,0,0,0.00412235,0.0118002,0.00271872,0.00230505,0.0118403,0.292546,0.00387883,0,0.0102931,0.00935308,0,0,12.0961,0,0.00436605,0.00205027,0.00442282,0,0.0127906,0.00425179,0.00520048,0.00204952,0.00305764,0,0.0264716,0.00903424,0.00761615,0.0040596,0.10314,0,0,0.00495942,0.00800592,0.00174471,0.00530195,0.00226598,0,0.00271488,0.00673915,0.00216755,0,0.00388651,0.00211149,0.00458558,16.5817,0.0124252,0.00188147,0.00489532,0.0031111,0.0222774,0.00580058,0.0209512,0.00611272,0.00316046,0.00274273,0.00872494,0.00359641,0.00446977,0.0787931,0.00157629,0.00198965,0.00434546,0.00474924,0,0.00821288,0.00223614,0.244441,0.00242854,0.148796,0.00589009,0.00691035,0.0280537,0.0087644,0.0129012,0.00709047,0,0.0119138,0,5.067,0,0.0015038,0.0166568,0.00421859,0.00342977,0,0.00721327,0.0047504,0,0.0275482,0.0218034,0.0139311,0.0127784,0,0.0188376,0.0903572,0.0370678,0.00193427,0.00501941,0,0.0280859,0.00347808,0.0660424,0.0131515,0.00571548,0.00183437,0.00476951,0.00807246,0.00165121,0,0.323813,0,0,0,0,0.0853474,0.0303582,0,0,0.00873973,0,0.00449883,0.177214,0,0.00648172,0,0.00467333,0.101523,0,0,0,0.0403536,0,0,0.0203108,0.00491039,0,0.00311023,0,0,0,0.00866439,0,0,0.039696,0,0,0,0,0.00464468,0,0,0,0,0.137066,0,0.0052532,0,0.00964274,52.0655,0,0,0,0,0.0060107,0.00541477,0,0,0,0,0,0,0.0102119,0,0,0,0.0137874,0.00957121,0,0,0.383044,0.00436872,0.00401816,0.0168501
"Actinobacillus",0,0,0,0,0,0.00318918,0,0,0.00520833,0,0,0,0,0.00331203,0,0.00210748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503537,0,0,0.0028323,0,0,0,0,0,0,0,0,0.00102465,0,0,0,0.00177762,0,0,0.00219399,0,0,0.00214588,0,0,0,0,0,0.00175614,0,0,0,0.00521984,0,0,0,0.00618761,0.00518632,0,0,0.00283062,0,0,0,0.00148954,0,0,0,0.00149312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255034,0.000584293,0,0,0,0,0,0,0,0,0.00237954,0,0.00171488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167314,0,0,0,0,0,0,0.000917187,0,0.000807246,0,0,0,0,0,0.00612895,0,0,0,0,0,0,0.00358822,0.0134965,0,0,0,0,0,0.0184587,0,0,0,0,0,0.00598086,0,0,0,0,0,0.00512007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048554,0.0838842,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces",0,0,0.00558285,0.00255193,0.00247048,0.00637836,0.0094697,0,0,0.00647375,0,0,0,0.00331203,0,0.0632244,0,0.01554,0.014727,0.0418961,0,0,0.00150299,0,0,0.00387762,0.0586131,0.0113969,0.0043802,0.00545286,0.00809891,0,0,0,0,0.0102754,0,0.00501907,0.00301314,0,0.0270354,0.00516049,0.009298,0.0213977,0.00485861,0.00410829,0.00395898,0.00670107,0.00991867,0.00772519,0.00826925,0.00494805,0.0074524,0.00789204,0.00466048,0.0292532,0,0,0.00489357,0,0,0,0.00331367,0.0104693,0.00314357,0.0208855,0.0160798,0,0,0.00432208,0.00443734,0,0,0.0150686,0,0.0335768,0.0614282,0.0119987,0.0335758,0.0666142,0,0.0768915,0,0,0,0,0,0.00845451,0.0041651,0.00964413,0.0054484,0.00813835,0.00823316,0.0146506,0.0037463,0.0173385,0,0.0129374,0,0,0.00552975,0.0118189,0.0152207,0.00490364,0.0503356,0,0,0.00468538,0.0650406,0.0602977,0,0.0262803,0,0.0052237,0,0,0,0,0.00977886,0.0024475,0,0.00389871,0,0,0,0.00248256,0,0,0,0.00204931,0,0,0.0133964,0.0195538,0,0.0212519,0.00219399,0.00186797,0,0,0.00257692,0.00406554,0,0,0.00242748,0.00175614,0.00438481,0.00593401,0.00178492,0.0173995,0.00286878,0.00301627,0,0.00206254,0.00777948,0.262214,0.0095595,0.00283062,0.0191429,0,0.0241402,0.0297907,0.00173741,0.00164457,0.0205603,0,0,0,0,0,0,0.00206118,0.0141603,0.00271872,0.0092202,0,0.0217596,0.00387883,0.00221405,0,0.0748246,0,0.00753665,0,0,0.0130981,0,0.00884564,0.00753078,0,0.0021259,0,0,0,0.00889126,0,0,0,0.0020298,0,0,0,0.00165314,0.00200148,0.00174471,0,0,0,0.00542977,0.00224638,0,0,0.00194326,0,0,0,0,0,0.00163177,0.00622219,0.00318248,0.00193353,0,0.00815029,0,0,0.00174499,0,0.00446977,0,0.00157629,0,0.00217273,0,0.00495761,0.0164258,0.00670841,0.00470079,0.00728562,0.00309991,0,0.0243681,0.0165772,0.14023,0.00774074,0.355537,0.0102249,0.0100809,0.0113727,0.0124649,0.0054263,0.0210533,0.00713861,0.00674974,0.0188637,0.0535126,0.0264487,0.0196802,0.00473048,0.0177096,0.182959,0.0441153,0.0353864,0.00298492,0.0825531,0,0.0247118,0.0154742,0.553808,0.0280978,0.0421289,0.0139123,0.0424558,0.0356968,0.0381032,0.0174266,0.0894284,0.26074,0.00440323,0.00764321,0,0,0.0177443,0,0.00624142,0,0,0.0048539,0.00692425,0.0174795,0.00358822,0,0,0.0068306,0.0129634,0.0159753,0.0233667,0.013844,0.00587751,0.0127264,0.00481556,0.0220111,0.011994,0.00598086,0,0.00982077,0.0106604,0.00311023,0.00538706,0.00512007,0.0111309,0,0,0.0408568,0.00567086,0,0.0128634,0.00333645,0.00398549,0.0510915,0.00325034,0.1188,0.00472277,0.00960154,0.0527176,0.00517357,0,0,0.00964274,0,0,0.0226616,0.00438366,0.0130401,0.0240428,0.00541477,0,0.0387992,0.0140878,0.0997921,0.355051,0.979767,0.00510595,0.0457015,0.0139018,0.0583658,0.0482559,0.0542369,0.0162452,0.0710538,16.3177,0.078637,0,0
"Adlercreutzia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426712,0,0,0,0,0,0,0,0,0,0.00257506,0,0,0,0,0,0,0,0,0,0,0,0.00503195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293012,0,0,0,0.00646872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237954,0,0,0,0.00120221,0,0,0,0.0037919,0,0,0,0,0.00282366,0,0.00193427,0,0,0,0,0.00235866,0,0.000952581,0.00183437,0.000596189,0,0,0,0,0,0,0,0,0.00387943,0,0,0,0,0,0,0,0,0,0,0.00467333,0,0,0.00424214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aerococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230012,0.0019119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284393,0,0,0,0.000554047,0,0,0,0,0,0,0,0,0,0,0.00183437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129702,0,0,0,0,0,0,0,0
"Aeromicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromonas",0,0,0,0,0,0,0,0.0105591,0,0,0,0,0,0,0,0.00210748,0,0,0,0,0,0.0110564,0.00300598,0,0,0,0,0,0,0,0,0,0.00936213,0,0,0.00342513,0.24055,0.0451717,0.0120525,0.00426712,0,0.00516049,0.004649,0.00855908,0,0.00821659,0,0,0,0,0,0.00494805,0.0074524,0.00789204,0,0,0.0137457,0,0.00978713,0,0.00471988,0.00503195,0,0.0104693,0,0,0,0,0.0221896,0,0,0,0.0047576,0,0,0,0,0,0.00559597,0,0,0,0.0356729,0,0,0,0,0.00422726,0,0,0,0,0,0.00488353,0,0,0,0,0.00787433,0,0,0.0236379,0,0,0,0,0,0,0,0,0,0,0.00958604,0,0.00434783,0.00651197,0.137295,0.00755306,0,0,0.0028323,0,0,0,0.00394361,0.00248256,0,0,0.00583362,0.0245917,0.0178237,0,0,0.00533286,0.00163127,0,0.00219399,0,0.00935301,0.00214588,0,0.00406554,0.00260044,0.00980713,0.0121374,0.00878071,0,0,0.021419,0.00869974,0.00286878,0,0.00350754,0.0103127,0.00777948,0,0.0057357,0.0113225,0,0,0,0.00446861,0.0104244,0.00822287,0,0.0238899,0,0,0,0.00523615,0,0.0082447,0,0.00271872,0,0.00296007,0.00241774,0,0,0.00617589,0,0,0,0.00754589,0.00687994,0,0,0,0,0,0.0021259,0,0,0,0,0.00962603,0,0.00761615,0,0,0,0.00197535,0.00165314,0.00400296,0,0,0.00226598,0,0.00271488,0,0,0,0,0.00633446,0,0.00700417,0.00710013,0.0056444,0.00326355,0,0,0.00193353,0,0,0,0.00274273,0.00697995,0,0,0.00231744,0.00630517,0.00198965,0,0.00474924,0,0.00410644,0,0,0,0,0.00392673,0.000363702,0.0127517,0.00409005,0.00129012,0,0,0.00183289,0,0,0.00135658,0,0.00237954,0,0.00171488,0.00107025,0.00480885,0,0,0.0177096,0,0.00116093,0.00491478,0.00223869,0.0504183,0.00564732,0.00353026,0,0.00167314,0,0,0,0,0.00939391,0,0,0,0,0,0,0,0,0,0,0,0.0116383,0,0,0,0.00436987,0.00358822,0,0.00571657,0,0,0,0,0,0,0,0,0,0,0,0.0101554,0.00491039,0,0.00933068,0,0.0409605,0,0,0,0,0,0.00505076,0,0.00333645,0,0,0,0,0,0,0,0,0,0,0,0.398693,0.0922752,0,0,0,0,0,0,0.0048499,0,0.004158,0,0,0,0,0,0,0,0,0.00541506,0.0109314,0,0,0,0.00561672
"Aggregatibacter",0,0,0,0,0,0.00318918,0,0,0,0,0,0,0,0.00993608,0,0,0,0,0,0.00598516,0,0,0,0.00329685,0,0,0,0,0,0,0.00809891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798837,0,0.00434783,0.00217066,0.00980681,0.00755306,0,0.00122375,0.0084969,0,0,0,0,0.00248256,0,0,0.0175009,0.00717257,0,0,0,0,0.00163127,0,0.00438799,0,0,0,0,0.00406554,0.00260044,0.00653808,0.00728244,0,0,0,0.00356983,0.0104397,0,0.00150814,0.00350754,0.0103127,0.00518632,0,0.0057357,0.00283062,0,0,0.00185694,0.00446861,0,0.00164457,0,0,0,0,0,0,0,0.00206118,0,0,0,0,0,0,0,0.00205863,0.00623539,0,0,0,0,0,0,0,0.00125513,0.00319765,0,0,0.00204952,0,0,0.00240651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474924,0,0.00821288,0,0,0,0,0,0,0,0,0,0.0719177,0,0.000916447,0,0,0,0,0.00237954,0,0,0,0,0,0,0,0,0.00116093,0,0,0,0.00564732,0.00176513,0,0.312876,0,0,0.00173904,0,0.00281817,0,0.000917187,0,0.00161449,0,0,0,0,0,0.0122579,0,0,0,0,0,0,0,0.0179953,0,0,0,0,0,0.00922935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438366,0,0,0,0,0,0,0,0.0333809,0.0167768,0,0,0,0,0.0068937,0,0,0,0,0,0,0
"Agrobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196982,0,0,0,0,0,0,0,0,0,0,0.0207698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129012,0.00101292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Akkermansia",2.15845,0.0317914,0.00558285,0.00510386,0.00247048,0.331675,0.176768,0.00527955,0,7.65844,8.00967,1.33143,1.15009,0.0364323,5.08991,3.48577,0.0120361,4.7397,0.360811,0,0.0373436,0.0110564,0.0300598,3.96941,19.3835,0.756136,0.228389,0.227938,0.162067,0.80157,0.0134982,0.0166452,0.0405692,0.696045,24.0269,0.027401,0.0229095,1.35515,0.244064,0.00426712,1.04666,0.593457,1.91539,0.0855908,0.170052,0.0369747,0.0673027,0.100516,0,44.098,32.0888,5.39832,0.0074524,0,0.0233024,6.51929,0.155785,0.411251,0.146807,1.13738,7.54236,5.36406,0.00994102,0.00785196,0.150891,0.0208855,0,0.0558563,0.0166422,0.138307,1.00284,0.0056427,0.451972,0.0200914,0.0071736,0.00839419,0.0358331,1.62282,0,0.0121117,0.00960108,1.85565,0.00891822,0.464871,0,0,2.44516,1.75854,0,0.00964413,0,0,1.60547,2.34409,2.49129,0,0,2.24465,13.5045,1.13525,0.342845,0.0118189,6.1999,0,0,0.0133612,0.17225,0.0655953,4.9626,0.00753722,0,2.34224,0.00479302,67.1951,1.47971,0.00434131,0.0049034,0.0100707,1.26008,0.493171,0.186932,0.0389871,6.621,0,0.019718,2.06797,2.27184,14.3103,1.46424,0.0440601,0.445593,0.134832,0.00446548,0.0159986,0.228378,0.011251,0.0153579,0.00560392,0.245516,2.06863,0.816884,0.0121966,0.00520088,0.00326904,0.0776793,2.28825,0,0.136482,0.00535475,1.68253,0,7.62514,0.598036,1.91816,4.01421,17.359,6.08749,6.08582,2.60822,0.116525,0.36396,3.22634,0.0138993,0.00986745,16.5921,0.0164243,1.60425,0.998407,0.0734892,1.57608,0.0119382,3.39682,0.0141603,0.23381,1.42683,0.136163,0.0169242,0.0620612,0.128415,0.0288208,6.55963,0.0118032,0.00188416,0.38484,0,0.0218302,0.37315,5.67006,0.663964,1.93138,0.505963,1.74216,11.2191,0.00305764,0.0296375,0.405496,0.00602283,0.323686,3.27203,0.00382,0.0127815,0.922487,1.79035,0.0560415,1.69412,0.416203,0.0747774,3.06437,0.0162893,0.0157247,1.27669,0.204214,9.82511,22.4852,0.282013,2.57894,0.0106502,0.0206961,0.00815887,3.70221,6.71504,0.121812,0.0174593,2.13538,0.293922,0.00274273,0.0226848,0.285915,0.00223489,0.366156,0.00788146,0.244727,0.0108637,0.0118731,0.0148728,0.0369579,0.0111807,0.126921,9.49802,0,0.343589,1.62793,0.0127517,0.00525864,6.61704,0.949111,0.444785,0.00458224,1.38747,0,0.0488367,0.061656,0.00475907,5.78959,0.00171488,0.363885,0.262082,5.69641,0.0118262,1.22786,0.196231,0.186909,0.166119,0.514152,3.07441,1.6349,0.847263,2.43525,0.28276,0.00936593,0.149792,0.0139123,9.6304,0.0122121,0.00666806,0,5.65187,0.0104942,52.5943,0,0.310861,0.228818,0,0.698701,0,1.38883,0.0101194,0.0048539,0,5.3225,1.62905,0.00449883,0.194363,0.96653,0,0.665637,0,0.00461467,10.5266,1.14538,7.37744,0.0807073,0.005997,1.47129,0,0.451755,22.0884,0.590943,0.00538706,0,0.923865,0,0.00561356,0,0.039696,0,0,5.73535,5.43223,0,0.373789,0,1.40739,9.20787,0,0.294894,0.0052532,0.359785,0.0385709,0,1.56209,2.07354,0,0.0391202,4.42387,0,0,0,0,1.06029,0,0,2.12918,0.00507795,0,0.0843061,0.0551496,0.0031904,8.22548,0,0,0,0.361635,49.1144
